300	300
14	14	14	14	14	14	14	14	14	14	14	14	14	14	13	0	0	0	0	0	0	8	8	8	8	8	8	8	20	20	20	20	20	20	20	20	20	20	3	3	3	3	3	3	3	3	3	3	3	3	3	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	5	5	5	5	5	5	5	5	5	4	4	4	4	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	9	9	9	3	2	3	3	3	3	3	3	2	2	2	3	3	3	3	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	2	2	2	2	2	4
14	14	14	14	14	14	14	14	14	14	14	14	14	13	13	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	20	20	20	20	20	20	20	3	3	3	3	3	3	3	3	3	3	3	3	3	2	5	5	3	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	4	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	9	9	9	9	2	2	2	2	2	3	3	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2
14	14	14	14	14	14	14	14	14	14	14	14	14	14	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	20	20	20	20	20	20	20	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	4	4	5	5	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	6	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	3	3	3	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	9	5	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	3	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
29	29	14	14	14	14	14	14	14	14	14	14	14	0	0	0	0	0	0	8	8	8	13	13	13	8	8	8	8	8	8	8	8	20	20	20	20	20	3	3	3	3	3	3	3	4	3	4	4	3	3	3	3	3	3	3	3	3	5	4	4	4	4	4	4	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	5	3	3	3	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	5	5	5	5	5	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
29	29	29	14	14	14	14	14	14	14	14	14	14	0	0	0	0	0	0	8	13	13	13	13	13	13	13	8	8	8	8	7	8	20	20	20	20	20	20	3	3	3	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	4	4	4	4	4	4	4	4	4	5	5	3	3	3	3	3	3	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	5	5	5	5	5	5	5	5	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
29	29	29	29	14	14	14	14	14	14	14	14	0	0	0	0	0	0	0	0	13	13	13	13	13	13	13	13	8	7	7	7	7	7	7	20	20	20	20	20	20	3	3	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	5	5	5	5	5	5	5	5	3	5	5	5	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	5	5	5	5	5	5	5	5	5	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	2	2	2	7	7	7	7	7	7	7	7	8	8	7	7	7	8	8	8	8	8	8	8	8	8	8	8	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
29	29	29	29	29	29	14	14	14	14	14	0	0	0	0	0	0	0	0	13	15	13	13	13	13	13	13	13	13	7	7	7	7	7	7	7	7	20	20	20	20	20	4	4	4	4	4	4	4	4	4	4	3	3	3	3	4	4	4	4	4	4	4	4	4	4	3	3	3	3	5	5	5	5	5	3	3	3	3	3	5	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	2	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	3	3	3	3	3	4	3	3	3	3	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
29	29	29	29	29	29	14	14	14	14	14	0	0	0	0	0	0	0	15	15	15	15	15	15	13	13	13	13	7	7	7	7	7	7	7	7	7	7	20	20	20	20	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	6	6	4	4	4	4	3	3	3	3	3	3	3	3	5	5	3	3	3	3	3	3	4	4	4	7	7	7	7	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	2	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	3	3	3	4	4	4	4	6	6	2	6	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	3	3	4	4	4	4	4	3	3	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
29	29	29	29	29	29	29	14	14	14	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	13	13	7	7	7	7	7	7	7	7	7	7	20	20	20	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	7	7	7	7	7	7	7	7	7	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	3	3	3	3	3	4	6	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	3	4	3	4	4	4	4	4	3	4	2	2	2	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
29	29	29	29	29	29	29	14	14	0	0	0	0	0	0	0	0	15	15	15	15	15	15	15	15	15	15	13	7	7	7	7	7	4	4	7	4	4	7	20	20	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	6	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	7	7	7	7	7	7	7	7	7	7	7	3	3	3	3	3	3	2	2	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	3	3	3	3	3	3	3	6	2	2	2	2	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	3	3	3	3	3	3	3	4	4	4	4	4	4	4	2	2	2	2	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3
