4.0,-166.0,1.0
4.0,-166.0,2.0
4.0,-166.0,3.0
4.0,-166.0,4.0
4.0,-166.0,5.0
4.0,-166.0,6.0
4.0,-166.0,7.0
4.0,-166.0,8.0
4.0,-166.0,9.0
4.0,-166.0,10.0
4.0,-166.0,11.0
4.0,-166.0,12.0
4.0,-166.0,13.0
4.0,-166.0,14.0
4.0,-166.0,15.0
4.0,-166.0,16.0
4.0,-166.0,17.0
4.0,-166.0,18.0
4.0,-166.0,19.0
4.0,-166.0,20.0
4.0,-166.0,21.0
4.0,-166.0,22.0
4.0,-166.0,23.0
4.0,-166.0,24.0
4.0,-166.0,25.0
4.0,-166.0,26.0
4.0,-166.0,27.0
4.0,-166.0,28.0
4.0,-166.0,29.0
4.0,-166.0,30.0
4.0,-166.0,31.0
4.0,-166.0,32.0
4.0,-166.0,33.0
4.0,-166.0,34.0
4.0,-166.0,35.0
4.0,-166.0,36.0
4.0,-166.0,37.0
4.0,-166.0,38.0
4.0,-166.0,39.0
4.0,-166.0,40.0
4.0,-166.0,41.0
4.0,-166.0,42.0
4.0,-166.0,43.0
4.0,-166.0,44.0
4.0,-166.0,45.0
4.0,-166.0,46.0
4.0,-166.0,47.0
4.0,-166.0,48.0
4.0,-166.0,49.0
4.0,-166.0,50.0
4.0,-166.0,51.0
4.0,-166.0,52.0
4.0,-166.0,53.0
4.0,-166.0,54.0
4.0,-166.0,55.0
4.0,-166.0,56.0
4.0,-166.0,57.0
4.0,-166.0,58.0
4.0,-166.0,59.0
4.0,-166.0,60.0
4.0,-166.0,61.0
4.0,-166.0,62.0
4.0,-166.0,63.0
4.0,-166.0,64.0
4.0,-166.0,65.0
4.0,-166.0,66.0
4.0,-166.0,67.0
4.0,-166.0,68.0
4.0,-166.0,69.0
